iter,L_cont,L_mom,loss
2.640000000000000000e+02,1.894165873527526855e-01,1.521454095840454102e+00,1.710870742797851562e+00
2.650000000000000000e+02,1.980566531419754028e-01,2.052634716033935547e+00,2.250691413879394531e+00
2.660000000000000000e+02,1.854398399591445923e-01,1.286210060119628906e+00,1.471649885177612305e+00
2.670000000000000000e+02,1.577777266502380371e-01,1.333849072456359863e+00,1.491626739501953125e+00
2.680000000000000000e+02,1.526945680379867554e-01,1.771777391433715820e+00,1.924471974372863770e+00
2.690000000000000000e+02,1.649511456489562988e-01,1.187199115753173828e+00,1.352150201797485352e+00
2.700000000000000000e+02,1.945425271987915039e-01,1.423331260681152344e+00,1.617873787879943848e+00
2.710000000000000000e+02,2.012322694063186646e-01,1.937009572982788086e+00,2.138241767883300781e+00
2.720000000000000000e+02,1.860756278038024902e-01,1.237138271331787109e+00,1.423213958740234375e+00
2.730000000000000000e+02,1.567601561546325684e-01,1.351058721542358398e+00,1.507818937301635742e+00
2.740000000000000000e+02,1.512464135885238647e-01,1.794465541839599609e+00,1.945711970329284668e+00
2.750000000000000000e+02,1.635883748531341553e-01,1.201462149620056152e+00,1.365050554275512695e+00
2.760000000000000000e+02,1.940681338310241699e-01,1.354541659355163574e+00,1.548609733581542969e+00
2.770000000000000000e+02,2.015346884727478027e-01,1.819947600364685059e+00,2.021482229232788086e+00
2.780000000000000000e+02,1.866533607244491577e-01,1.167020082473754883e+00,1.353673458099365234e+00
2.790000000000000000e+02,1.564680039882659912e-01,1.391922473907470703e+00,1.548390507698059082e+00
2.800000000000000000e+02,1.495699733495712280e-01,1.847110271453857422e+00,1.996680259704589844e+00
2.810000000000000000e+02,1.604159325361251831e-01,1.222269177436828613e+00,1.382685065269470215e+00
2.820000000000000000e+02,1.905332952737808228e-01,1.298457026481628418e+00,1.488990306854248047e+00
2.830000000000000000e+02,1.994047909975051880e-01,1.723990201950073242e+00,1.923395037651062012e+00
2.840000000000000000e+02,1.864461302757263184e-01,1.109731912612915039e+00,1.296178102493286133e+00
2.850000000000000000e+02,1.572929620742797852e-01,1.445381760597229004e+00,1.602674722671508789e+00
2.860000000000000000e+02,1.503823548555374146e-01,1.926230907440185547e+00,2.076613187789916992e+00
2.870000000000000000e+02,1.608498394489288330e-01,1.260906219482421875e+00,1.421756029129028320e+00
